ICC4958.Ca_00014	0	0.12	0	1.03	0.71	0.2	0	0	0.12	0.27	0.12
ICC4958.Ca_00015	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00016	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00017	641.61	680.08	503.35	946.03	581.43	460.39	388.74	250.59	268.24	534.64	423.06
ICC4958.Ca_00018	0	0	0	0	1.03	0	0	0	0.51	0	0.51
ICC4958.Ca_00019	1.24	1.88	1.35	2.33	1.81	1.44	2.03	1.83	1.79	1.56	2.35
ICC4958.Ca_00020	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00021	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00022	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00023	3.27	0.06	0.12	0.31	0.3	0.26	1.14	1.08	1.69	0.14	0.6
ICC4958.Ca_00024	1.32	0.02	0.25	0.52	0.04	0.24	0.22	0.18	0.81	0.4	0
ICC4958.Ca_00025	0.98	2.17	3.03	4.28	4.76	4.1	4.76	3.09	3.31	4.6	4.45
ICC4958.Ca_00026	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00027	0	0	0	5.98	13.05	18.1	6.01	0	0	0	0
ICC4958.Ca_00028	0	0	0	0.77	0	0	0	0	0	0	0.32
ICC4958.Ca_00029	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00030	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00031	5.1	15.29	75.02	73.74	21.11	26.52	12.04	26.79	34.48	27.2	74.44
ICC4958.Ca_00032	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00033	0.03	0	0.09	0.24	0.24	0.1	0.07	0.11	0.14	0.08	0.05
ICC4958.Ca_00034	0	0	0	0	0.83	0	1.92	0.49	0	0	0.41
ICC4958.Ca_00035	104.78	19.87	268.42	54.64	61.23	72.6	82.57	83.24	109.78	266.19	195.31
ICC4958.Ca_00036	0	0	0	0.1	0	0.43	12.3	9	6.08	0.63	2.63
ICC4958.Ca_00037	10.53	2.53	10.62	8.27	4.68	5.94	6.3	4.84	5.42	3.29	3.68
ICC4958.Ca_00038	119.05	60.08	73.01	82.6	98.56	97.4	92.59	97.29	96.53	100.49	82.72
ICC4958.Ca_00039	5.14	6.3	8.94	9.29	6.61	6.12	6.85	5.76	5.34	5.41	5.27
ICC4958.Ca_00040	10.07	7.97	16.07	10.56	9.1	8.27	8.36	7.8	9.24	9.84	9
ICC4958.Ca_00041	8.88	15.95	22.41	19.56	15.72	15.24	11.47	11.5	12.82	6.07	9.38
ICC4958.Ca_00042	19.9	63.75	19.14	29.96	62.94	69.28	36.91	15.89	21.42	17.94	19.51
ICC4958.Ca_00043	121.96	204.22	339.57	216.76	288.45	322.38	515.02	675.59	835.35	465.85	525.66
ICC4958.Ca_00044	44.42	160.82	26.92	51.19	43.01	45.11	37.76	89.14	85.39	88.81	83.03
ICC4958.Ca_00045	1.48	9.24	17.69	10.72	7.07	13.42	5.97	10.51	14.13	18.31	1.75
ICC4958.Ca_00046	20.75	10.31	39.89	21.38	17.43	18.18	19.02	23.26	28.38	17.22	26.62
ICC4958.Ca_00047	100.48	71.63	54.59	108.96	123.47	141.33	122.36	108.16	102.54	78.75	58.92
ICC4958.Ca_00048	27.27	18.23	21.67	39.32	29.91	22.9	24.84	22.74	22.7	17.01	23.34
ICC4958.Ca_00049	14.43	6.97	18.2	10.79	8.17	9.12	8.76	9.6	10.2	10.2	10.72
ICC4958.Ca_00050	3.98	0.55	3.11	0.03	0	0.03	0.11	0.44	0.57	1.92	2.01
ICC4958.Ca_00051	46.14	28.27	38.2	35.46	37.43	41.45	32.85	18.85	17.61	30.76	24.83
ICC4958.Ca_00052	45.13	33.73	31.44	49.81	48.11	36.91	35.24	38.85	42.22	47.28	41.25
ICC4958.Ca_00053	153.47	98.38	229.95	118.08	114.26	91.45	68.77	59.39	69.42	103.9	88.66
ICC4958.Ca_00054	350.52	251.78	130.65	237.6	264.94	259.26	232.04	125.85	124.74	303.29	195.66
ICC4958.Ca_00055	0.04	0	0	0	0	0	0.03	0	0	0.04	0
ICC4958.Ca_00056	0	0	0	0.03	0	0	0.03	0.04	0.04	0.04	0
ICC4958.Ca_00057	21.03	66.49	22.42	40.69	26.93	22.77	21.94	21.54	21.35	25.12	20.19
ICC4958.Ca_00058	11.68	11.96	16.2	22.88	14.17	13.88	14.15	13.8	15.06	13.3	14.81
ICC4958.Ca_00059	297.05	217.57	141.5	242.67	334.76	276.98	333.86	700.43	826.67	746.95	695.43
ICC4958.Ca_00060	22.74	31.23	35.92	22.5	17.46	12.05	13.14	8.77	10.75	14.73	12.92
ICC4958.Ca_00061	0	0	0	0.35	0	0	0	0	0	0	0
ICC4958.Ca_00062	0.28	0.07	0.69	0.4	0.18	0.39	0.25	0.13	0.13	0.15	0.26
ICC4958.Ca_00063	0	0.36	0	0	0.23	0	0	0	0	0	0
ICC4958.Ca_00064	39.17	61.22	102.64	62.46	58.67	50.18	49.22	47.28	52.38	21.78	41.44
ICC4958.Ca_00065	0.96	4.55	8.62	6.8	3.75	3.47	1.11	0.4	0.94	0.31	0.4
ICC4958.Ca_00066	1331.93	1823.5	825.15	1457.89	1177.91	922.04	709.16	481.03	554.41	903.3	670.26
ICC4958.Ca_00067	142.21	132.17	175.71	152.38	161.43	237.96	170.24	152.34	127.37	59.92	138.74
ICC4958.Ca_00068	4.08	3.12	5.93	5.86	4.27	3.62	3.88	3.71	4.23	4.72	5.45
ICC4958.Ca_00069	381.69	31.05	1379.37	29.84	47.16	38.77	36.68	67.96	84.9	163.71	164.17
ICC4958.Ca_00070	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00071	0	0.13	0.12	0.39	0.49	0	0	0.15	0	0.28	0
ICC4958.Ca_00072	0.59	0.53	0.79	0.59	0.7	0.33	0.32	0.74	0.59	0.49	0.58
ICC4958.Ca_00073	0	4.88	0.31	7.09	0.21	0.04	0.34	0.38	0.26	2.26	0.42
ICC4958.Ca_00074	0.09	0.14	0.12	0.46	0.06	0.13	0.26	0.14	0.17	0.08	0.17
ICC4958.Ca_00075	1.14	0.91	0.12	1.31	2.48	1.61	3.24	1.72	1.53	0.86	0.74
ICC4958.Ca_00076	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00077	0.06	0.03	0.03	0.04	0.07	0.08	0.26	0.23	0.12	0	0.01
ICC4958.Ca_00078	0	0	0	0.02	0	0	0	0	0	0	0
ICC4958.Ca_00079	0.64	0.49	0.93	0.84	0.94	0.66	1.02	0.91	1.02	0.57	0.72
ICC4958.Ca_00080	2.36	1.94	2.79	4.26	2.9	2.51	2.25	1.95	1.75	0.69	0.94
ICC4958.Ca_00081	0.15	0.06	0.15	0.43	1.34	12.71	94.4	85.79	65.18	19.02	76.91
ICC4958.Ca_00082	7.05	2.14	3.06	6.21	9.2	12.58	24.45	15.03	12.41	3.09	8.21
ICC4958.Ca_00083	7.75	4.77	13.04	11.35	7.82	8.32	7.38	7.74	8.01	2.23	3.31
ICC4958.Ca_00084	53.95	283.98	37.74	88.22	126.82	101.67	69.55	109.19	95.11	74.95	88.5
ICC4958.Ca_00085	1.22	4.34	1.22	1.48	1.81	1.21	0.81	1.24	1.06	0.68	1
ICC4958.Ca_00086	4.06	1.13	3.46	5.52	3.16	0.35	1.45	1.58	1.08	1.34	1.97
ICC4958.Ca_00087	0	0	0	0.82	0	0	0	0	0	0	0
ICC4958.Ca_00088	0	0	0.03	0	0	0	0	0	0.07	0.08	0
ICC4958.Ca_00089	32.35	36.25	25.75	39.31	37.83	42.44	40.23	40.18	41.15	28.33	34.75
ICC4958.Ca_00090	0.1	0.26	0.12	0.46	0.66	0.24	0.27	0.15	0.04	0.38	0.08
ICC4958.Ca_00091	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00092	0	0	0	0	0	0	0.01	0.01	0	0	0
ICC4958.Ca_00093	0	0.13	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00094	0.06	0.04	0.06	0.04	0	0.06	0.01	0.04	0.02	0.1	0.05
ICC4958.Ca_00095	0	0	0.21	0.34	1.74	5.12	4.59	0	0	0	0
ICC4958.Ca_00096	53.33	20.33	13.32	77.18	18.73	20.03	31.98	53.5	68.91	25.68	30.81
ICC4958.Ca_00097	11.33	34.92	15.32	19.74	15.12	15.57	11.34	8.17	7.92	5.32	8.46
ICC4958.Ca_00098	32.32	26.63	51.93	56.15	59.25	56.18	36.7	31.01	30.47	34.41	29.24
ICC4958.Ca_00099	13.87	15.65	29.7	22	13.32	7.99	9.17	7.48	7.33	14.27	9.23
ICC4958.Ca_00100	42.61	10.7	42.74	31.94	30.14	28.1	19.6	18.96	22.44	19.24	25.75
ICC4958.Ca_00101	59.17	1.67	34.09	8.93	7.97	5.35	6.45	7.89	8.16	10.92	12.97
ICC4958.Ca_00102	5.88	4.82	7.17	9.64	8.29	7.71	6.95	7.13	8.4	5.47	6.85
ICC4958.Ca_00103	15.62	4.96	15.9	9.35	8.67	12.32	8.91	15.89	12.44	7.67	14.32
ICC4958.Ca_00104	23.62	15.64	22.44	19.42	22.16	26.97	19.77	27.96	28.86	33.11	19.39
ICC4958.Ca_00105	0	0	0	0.11	0	1.1	1.2	2.23	1.44	2.16	1.85
ICC4958.Ca_00106	22.1	14.81	19.4	19.8	22.62	24.03	16.35	16.69	17.64	12.5	14.99
ICC4958.Ca_00107	25	22.86	58.28	36.76	34.78	21.45	16.86	16.54	17.58	24.44	20.93
ICC4958.Ca_00108	10.7	4.83	5.17	7.42	7	7.02	6.76	4.36	4.64	9.03	7.67
ICC4958.Ca_00109	32.44	78.12	36.48	52.24	51.4	68.72	76.96	53.36	48.26	42.8	36.57
ICC4958.Ca_00110	16.75	93.74	20.76	57.4	32.61	49.57	44.12	38.47	31.47	32.79	32.3
ICC4958.Ca_00111	21.67	16.73	39.68	1.72	4.94	10.5	7.82	2.82	11.64	16.25	28.27
ICC4958.Ca_00112	456.15	239.02	749.56	233.26	227.97	175.77	163	247.54	298.58	754.92	959.92
ICC4958.Ca_00113	10.85	8.55	18.67	21.41	19.94	20.19	18.86	14.43	14.61	29.61	27.34
ICC4958.Ca_00114	143.34	40.34	51.47	79.61	54.84	57.61	71.29	84.83	84.34	67.38	46.38
ICC4958.Ca_00115	63.33	63.98	34.72	72.3	74.9	73.42	120.86	115.73	118.41	120.65	61.77
ICC4958.Ca_00116	16.58	13.18	31.25	9	14.15	14.01	16.99	8.41	8.6	6.02	14.57
ICC4958.Ca_00117	14.01	3.98	19.1	8.44	12.7	10.14	10.55	14.63	16.89	23.09	22.76
ICC4958.Ca_00118	5.75	4.8	15.1	1.45	2.57	2.63	6.76	26.62	16.32	4.86	5.25
ICC4958.Ca_00119	0.58	0.82	2.07	137.79	325.7	378.16	257.76	2.51	2.42	3	4.61
ICC4958.Ca_00120	12.56	25.57	32.95	86.72	61.6	44.49	33.78	28.72	30.62	65.44	74.75
ICC4958.Ca_00121	7.22	6.57	12.17	7.7	8.5	6.43	10.93	11.07	8.88	4.77	2.81
ICC4958.Ca_00122	4.01	3.58	11.35	6.49	4.46	5.42	3.87	2.5	2.65	2.12	1.79
ICC4958.Ca_00123	23.08	2.52	25.67	13	15.49	17.87	23.14	32.83	33.65	17.74	17.24
ICC4958.Ca_00124	13.13	0.69	57.24	13.72	22.53	28.08	24.97	18.7	21.59	15.49	11.32
ICC4958.Ca_00125	14.93	7.94	37.34	23.32	19.31	19.11	18.69	20.39	23.22	14.4	13.94
ICC4958.Ca_00126	0.11	0.3	0.03	0.9	0.34	0.19	0.05	0.17	0.09	0.03	0.03
ICC4958.Ca_00127	0.37	0.78	1.3	6.23	3.29	7.61	45.83	910.19	656.97	55.9	9.2
ICC4958.Ca_00128	48.12	27.21	88.62	63.25	47.3	41.77	43.5	36.78	46.08	45.57	53.23
ICC4958.Ca_00129	19.11	0.27	0.19	1.27	1.47	0.3	0.24	0.57	0.19	0.11	0.19
ICC4958.Ca_00130	0.82	0.34	1.9	6.48	1.31	0	1.51	2.72	3.6	4.9	2.91
ICC4958.Ca_00131	8.72	8	6.78	11.77	10.85	10.33	9.46	9	10.31	12.03	17.01
ICC4958.Ca_00132	0.82	0.34	1.27	8.55	0	0.55	1.21	2.72	1.64	2.26	4.2
ICC4958.Ca_00133	0.57	3.69	2.1	3.61	2.51	1.73	1.99	2.44	2.96	5.38	7.42
ICC4958.Ca_00134	48.23	49.67	42.69	52.59	57.65	55.5	56.79	76.58	87.64	85.4	88.79
ICC4958.Ca_00135	5.17	1.91	0.39	4.01	12.98	18.42	11.58	0.88	0.27	0.16	0.4
ICC4958.Ca_00136	259.19	74.48	103.69	156.51	138.89	106.02	156.48	289.81	268.94	227.37	134.14
ICC4958.Ca_00137	21.01	5.77	8.05	7.19	7.93	6.47	7.84	16.99	14.34	10.32	8.4
ICC4958.Ca_00138	1.84	0.94	1.45	1.77	2.37	2.13	1.77	1.92	1.58	1.13	1.54
ICC4958.Ca_00139	0.91	3.44	1.41	2.76	2.26	1.57	1.69	1.31	1.36	1.47	1.17
ICC4958.Ca_00140	0.03	0	0.05	0.02	0.06	0	0.05	0.03	0	0	0
ICC4958.Ca_00141	0.87	0.81	0.65	1.69	1.22	1.85	4.28	4.66	3.58	0.86	1.89
ICC4958.Ca_00142	23.21	24.37	18.74	21.68	21.93	18.41	16.88	20.88	26.49	18.02	21.84
ICC4958.Ca_00143	1.34	2.29	1.74	5.58	4.67	6.49	6.14	10.99	13.85	7.39	3.7
ICC4958.Ca_00144	42.86	38.03	24.44	23.69	32.94	37.56	34.07	60.86	74.65	65.32	49.76
ICC4958.Ca_00145	22.67	13.18	10.49	19.94	24.12	23.58	40.09	31.56	27.38	17.31	18.15
ICC4958.Ca_00146	51.72	29.55	64.69	98.67	76.73	63.99	67.62	58.98	61.68	30.44	46.65
ICC4958.Ca_00147	21.5	14.53	15	15.04	12.36	11.05	12.99	12.6	11.23	19.43	19.29
ICC4958.Ca_00148	146.86	143.89	96.49	170.94	201.52	197.89	186.5	166.34	170.18	123.45	110.29
ICC4958.Ca_00149	7.28	14.69	24.79	21.3	17.29	17.16	8.41	8.44	8.81	9.13	10.29
ICC4958.Ca_00150	2.55	1.53	1.66	8.56	3.22	1.6	1.41	1.74	1.93	2.71	2.29
ICC4958.Ca_00151	15.46	8.19	31.99	15.24	13.66	16.2	13.86	12.99	14.12	9.59	10.3
ICC4958.Ca_00152	52.28	34.13	47.73	54.15	56.55	50.58	48.02	51.6	51.11	32.42	37.66
ICC4958.Ca_00153	40.76	55.45	49.44	28.84	42.05	26.87	20.71	26.94	31.66	34.58	45.71
ICC4958.Ca_00154	10.56	38.83	14.42	16.33	15.65	15.09	12.68	11.76	12.12	8.96	10.81
ICC4958.Ca_00155	46.62	25.98	60.16	67.03	53.55	54.38	72.27	63.71	62.96	55.85	68.41
ICC4958.Ca_00156	99.32	100.41	111.97	122.15	84.62	70.07	61.02	50.93	56.97	27.74	38.99
ICC4958.Ca_00157	16.45	12.39	15.21	13.15	9.91	9.65	11.76	11.09	12.45	12.17	12.44
ICC4958.Ca_00158	0.89	1.14	2.12	0.66	0.39	0.11	0.06	0	0.06	0.07	0
ICC4958.Ca_00159	3.65	2.87	1.99	0.27	0.34	0.14	0.16	0.41	0.17	0.2	0
ICC4958.Ca_00160	118.05	94.96	40.35	24.19	20.88	19.29	43.14	50.69	72.33	44.55	35.73
ICC4958.Ca_00161	7.07	10.49	33.72	13.76	5.43	10.86	6.94	6.35	7.7	4.56	7.31
ICC4958.Ca_00162	9.19	0	1.73	0	0	0.14	0	0.2	0.17	0	0.67
ICC4958.Ca_00163	432.82	96.76	137.9	188.17	190.3	223.77	245.12	280.91	267.43	164.05	183.24
ICC4958.Ca_00164	1.94	0.4	0.09	14.37	18.17	22.82	32.11	14.01	15.25	3.11	2.38
ICC4958.Ca_00165	4.69	0.61	0.46	1.16	0.61	2.29	16.78	21.6	14.02	4.82	16.56
ICC4958.Ca_00166	87.26	48.43	84.55	39.94	43.17	42	37.71	51.16	51.07	67.54	84.53
ICC4958.Ca_00167	83.96	56.14	102.5	68.61	85.64	76.27	54.82	58.04	61.43	61.52	63.82
ICC4958.Ca_00168	11.04	5.72	11.27	22.83	17.89	19.34	16.98	14.67	15.45	9.77	10.59
ICC4958.Ca_00169	0.22	0.05	0.59	0.52	0.17	0.26	0.44	0.36	0.17	0.4	0.04
ICC4958.Ca_00170	60.55	48.41	66.59	79.86	101.93	88.3	48.03	58.85	60.2	71.99	49.82
ICC4958.Ca_00171	0	0.06	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00172	0.27	0.35	0.54	0.33	0.12	0.29	0.22	0.19	0.1	0.11	0.06
ICC4958.Ca_00173	0.65	0.31	2	1.76	0.98	0.98	0.62	0.94	0.6	0.41	0.88
ICC4958.Ca_00174	3.21	0.43	5.33	2.91	4.97	6.2	3.16	3.09	2.66	1.86	7.72
ICC4958.Ca_00175	25.05	7.72	10.19	25.28	22.31	18.21	16.16	18.53	18.08	16.81	15.89
ICC4958.Ca_00176	1.76	3.77	2.46	4.03	4.33	1.79	2.34	1.49	2.85	2.14	3.34
ICC4958.Ca_00177	2.19	2.98	3.65	4.89	3.19	2.91	3.36	2.51	2.56	1.21	2.03
ICC4958.Ca_00178	31.7	10.53	12.14	27.3	31.3	29.55	56.23	110.19	138.84	123.92	150.62
ICC4958.Ca_00179	3.4	5.13	4.96	4.36	2.9	2.34	1.66	1.69	1.32	1.45	1.72
ICC4958.Ca_00180	7.68	2.98	19.89	41.86	57.6	55.02	54.81	102.62	140.13	107.22	82.04
ICC4958.Ca_00181	53.03	34.5	53.88	69.83	86.2	67.27	74.76	75.04	85.17	52.45	65.8
ICC4958.Ca_00182	32.24	20.7	21.78	24.73	24.82	28.8	23.63	29.84	30.94	14.33	19.59
ICC4958.Ca_00183	5.03	4.37	5.66	10.7	10.58	8.26	9.98	7.42	6.7	5.45	5.13
ICC4958.Ca_00184	56.12	61.26	65.29	69.33	61.39	65.44	71.59	57.58	57.95	29.86	46.5
ICC4958.Ca_00185	7.7	11.67	29.37	14.87	20.48	24.17	14.05	27.88	13.94	7.28	6.8
ICC4958.Ca_00186	491.92	999.58	436.3	703.38	707.15	516.53	379.06	295.47	307.82	559.73	414.26
ICC4958.Ca_00187	145.15	53.79	70.07	87.56	96.28	97.43	106.15	107.69	109.96	107.71	96.63
ICC4958.Ca_00188	28.14	11.03	42.13	28.93	29.13	36.48	37.4	41.93	42.76	19.32	23.32
ICC4958.Ca_00189	90.85	36.87	62.71	23.29	26.95	32.39	45.1	88.25	92.16	22.58	35.84
ICC4958.Ca_00190	138.68	64.6	287.06	45.46	46.74	48.38	39.66	112.29	110.73	104.11	196.75
ICC4958.Ca_00191	1.16	0.75	0.7	2.44	1.64	0.87	1.13	0.37	0.62	2.01	1.01
ICC4958.Ca_00192	3.01	2.01	2.87	4.78	21.79	88.02	355.69	286.83	210.31	42.35	190.3
ICC4958.Ca_00193	468.47	1458.17	566.89	751	674.28	702.79	615.76	561.11	506.78	857.4	835.47
ICC4958.Ca_00194	0	0	0	0.09	0	0.2	0.32	0.28	0.81	0	0.23
ICC4958.Ca_00195	632.38	2828.1	685.34	593	674.23	490.05	306.43	374.57	383.03	683.33	576.27
ICC4958.Ca_00196	3.86	10.06	49.63	12.34	8.97	7.17	3.53	4.11	4.48	3.33	5.44
ICC4958.Ca_00197	2.32	2.31	5.98	15.62	14.69	10.81	12.21	6.37	10.61	8.56	6.9
ICC4958.Ca_00198	14.21	12.77	21.37	27.17	24.69	25.38	22	17.79	17.79	6.08	9.84
ICC4958.Ca_00199	9.04	2.12	2.04	1.55	2.1	0.63	0.14	0.63	1.2	1.47	0.52
ICC4958.Ca_00200	93.43	13.31	61.51	50.17	34.99	49.83	32.12	25.55	31.79	62.33	87.9
ICC4958.Ca_00201	19.06	10.45	30.2	24.61	23.85	27.79	28.53	23.87	24.53	27.41	25.66
ICC4958.Ca_00202	1.2	0.25	4.16	2.27	0.48	3.43	11	5.11	1.43	3.3	2.83
ICC4958.Ca_00203	14.01	15.52	14.63	13.13	19.99	15.83	16.23	15.98	14.83	9.25	10.01
ICC4958.Ca_00204	1.4	6.76	2.05	13.7	24.94	28.75	27.6	8.19	4.73	6.46	5.09
ICC4958.Ca_00205	0.79	1.08	2.45	7.63	2.85	1.8	1.89	1.6	1.5	1.55	1.64
ICC4958.Ca_00206	0.18	0.15	0.27	0.11	0	0	0	0	0.14	0	0
ICC4958.Ca_00207	16.29	26.49	23.11	29.08	17.94	15.66	11.27	10.94	12.27	6.34	12.18
ICC4958.Ca_00208	71.02	354.24	115.07	155.29	172.39	154.94	125.83	100.16	91.66	114.1	146.39
ICC4958.Ca_00209	3.44	39.16	10.24	22.74	23.09	26.49	22.67	43.57	41.21	13.19	4.94
ICC4958.Ca_00210	19.96	66.57	41.03	41.85	29.92	28.88	24.44	17.72	18.06	11.43	17.24
ICC4958.Ca_00211	18.25	13.09	28.31	29.04	24.11	23.3	20.94	17.19	18.37	15	15.52
ICC4958.Ca_00212	0	0	0	1.22	0.21	0	0	0	0.11	0	0
ICC4958.Ca_00213	0.94	0.78	1.59	115.01	151.54	61.25	1.93	0.89	0.6	0.34	0.59
ICC4958.Ca_00214	31.55	162.51	62.75	81.18	74.99	60.33	44.56	26.79	25.27	16.36	25.15
ICC4958.Ca_00215	18.49	14.3	13.37	20.24	18.17	19.75	20.09	20.12	24.46	22.09	19.77
ICC4958.Ca_00216	13.41	8.36	16.33	20.81	15.53	10.37	10.49	6.75	6.97	7.63	8.22
ICC4958.Ca_00217	7.46	12.64	4.19	11.56	12.99	15.07	9.3	16.51	13.7	26.37	28.14
ICC4958.Ca_00218	39.24	3.89	8.52	24.49	26.06	26.97	19.47	10.66	35.33	147.77	112.73
ICC4958.Ca_00219	13.93	3.41	3.65	4.79	4.62	5.07	4.74	5.84	4.32	1.84	3.42
ICC4958.Ca_00220	120.49	144.18	221.57	225.66	182.61	179.87	194.64	129.78	149.06	137.53	135.18
ICC4958.Ca_00221	11.17	25.79	19.38	23.5	26.11	24.3	51.31	29.1	25.61	39.4	57.54
ICC4958.Ca_00222	25.62	0	6.38	3.94	1.34	0.79	7.67	19.34	22.7	5.26	3.32
ICC4958.Ca_00223	9.49	6.25	16.31	14.62	9.42	9.84	8.14	7.15	7.61	4.46	5.31
ICC4958.Ca_00224	57.15	38.27	30.27	32.83	30.25	24.77	25.29	28.75	36.49	66.75	64.62
ICC4958.Ca_00225	2.68	1.33	4.05	6.35	9.77	14.48	16.54	3.02	3.17	1.12	1.72
ICC4958.Ca_00226	55.36	8.59	166.67	54.46	38.44	43.01	34.76	30.26	35.76	72.17	75.56
ICC4958.Ca_00227	2.24	0.81	4.26	8.75	3.57	3.41	3.51	1.84	1.55	1.71	1.53
ICC4958.Ca_00228	127.78	131.16	189.47	204.63	181.65	138.49	95.76	82.31	92.73	118.07	111.23
ICC4958.Ca_00229	5.76	4.6	8.31	11.79	14.77	15.41	17.12	23.08	28.33	9.94	15.41
ICC4958.Ca_00230	5.83	4.88	16.82	8.6	6.3	5.42	5.18	5.26	5.85	4.52	5.79
ICC4958.Ca_00231	13.69	5.35	33.99	11.72	14.13	11.07	9.52	14.31	21.57	11.07	17.11
ICC4958.Ca_00232	25.4	43.74	8.92	5.67	5.13	6.71	5.78	4.67	4.92	9.7	6.62
ICC4958.Ca_00233	0	0	0	0	0	0	0.9	0.72	0.3	0.17	0.07
ICC4958.Ca_00234	19.47	10.11	28.65	45.04	32.32	30.08	33.98	25.48	28.52	19.73	17.55
ICC4958.Ca_00235	8.94	10.98	13.21	12.68	11.43	11.54	15.65	9.94	9.81	11.03	9.88
ICC4958.Ca_00236	0.8	0.1	2.73	0.22	0.55	0	0.08	2.81	3.54	0.31	0.99
ICC4958.Ca_00237	0.51	0	0.02	0.03	0.04	0	0.02	0	0	0.02	0
ICC4958.Ca_00238	6.91	0	0	0	0.65	0	0	0	0.32	2.61	0.64
ICC4958.Ca_00239	469.45	329.16	522.34	395.93	425.33	393.28	365.42	472.51	509.17	540.2	433.4
ICC4958.Ca_00240	427.49	393.79	569.14	417.98	476.88	358.55	225.39	184.53	207.68	384.28	246.01
ICC4958.Ca_00241	14.96	13.53	6.24	16.33	19.06	20.9	15.64	14.3	17.35	14.23	14.1
ICC4958.Ca_00242	30.07	24.48	36.81	36.73	34.46	34.33	33.2	32.61	32.97	31.26	25.77
ICC4958.Ca_00243	0	0	0	0	0	0	0	0	0	0	0
ICC4958.Ca_00244	8.49	18.19	13.83	47.1	37.04	32.31	16.71	6.23	5.67	6.48	4.37
ICC4958.Ca_00245	10.58	10.78	25.19	19.93	20.29	17.39	12.89	10.16	11.4	9.77	12.14
ICC4958.Ca_00246	225.41	142.26	74.99	88.66	193.47	160.93	165.66	283.26	320.93	243.43	237.43
ICC4958.Ca_00247	4.88	3.29	3.96	11.37	4.28	2.13	3.73	6.87	6.42	0.86	0.86
ICC4958.Ca_00248	21.09	33.63	23.94	25.67	24.16	17.25	16.16	22.24	22.4	23.79	19.04
ICC4958.Ca_00249	0.69	0.36	1.2	0.98	0.83	0.23	0.45	0.82	0.55	0.32	0.34
ICC4958.Ca_00250	49.81	56.06	45.81	67.85	58.05	45.95	42.62	35.86	41.65	39.11	46.64
